,TeamNames,Year,Seed,Results,ADJOE,ADJDE,Barthag,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab
2118,Dayton,2014,11,Elite Eight,113.0,99.1,.8188,52.4,48.8,18.1,18.8,33.9,28.8,40.6,43,50.4,48.3,37.7,33.2,65.4,0.6
2119,Nebraska,2014,11,R64,108.2,95.0,.8172,48.3,47.6,16.7,19,25.7,29,42.3,44.9,47.4,47.8,33.3,31.5,66.4,1.3
2120,George Washington,2014,9,R64,110.2,96.8,.8151,51.5,47.2,19,19.6,35.1,31.4,46.6,33.4,50.2,47.4,36.4,31.2,67.2,3.2
2121,Clemson,2014,17,NoTourney,106.7,93.9,.8116,47.4,43.9,18.2,17.3,33.8,32.5,36.1,28.6,47.9,44.3,31,28.5,60,0.2
2122,St. John's,2014,17,NoTourney,107.7,95.1,.8084,48.7,46.5,15.6,19.2,31.1,30.8,37.1,38.1,47.6,44,34.9,34.5,68.1,-0.2
2123,BYU,2014,10,R64,113.8,100.5,.8078,50.6,49.1,15.3,16.6,34.9,28.6,47.6,36.8,49.2,48.2,36.9,33.7,73,0.6
2124,North Carolina St.,2014,12,R64,114.8,101.4,.8066,50,47.5,15.8,17.4,34.1,35.6,37,42.6,51.5,47.3,30.5,32.1,66.5,0.6
2125,Illinois,2014,17,NoTourney,105.4,93.1,.8065,46.5,48.1,16.5,18.7,31.2,29.3,31.2,32.2,45.9,46.3,31.7,34.3,63.1,0.3
2126,West Virginia,2014,17,NoTourney,115.2,101.8,.8058,50.4,50.6,14.2,18.5,32.4,32.5,39.1,41.6,46.9,50,38.1,34.5,68.2,-1.8
2127,LSU,2014,17,NoTourney,111.3,98.4,.8043,50,46.7,19.2,18,35,31.6,34.2,38.7,49.4,43.8,34.2,35.8,70.1,-1.1
2128,Xavier,2014,12,R68,112.0,99.5,.7965,51.7,49.4,18.7,16.9,34.1,28.7,41.6,39.5,51.5,47.4,34.8,35.2,66,1.4
2129,Massachusetts,2014,6,R64,109.0,96.9,.7952,50.4,46.6,18.8,18.7,34.3,31.7,39.2,37.2,49.9,46.8,34.6,30.8,71.8,3.6
2130,Marquette,2014,17,NoTourney,109.8,98.0,.7885,48.7,49.1,17.5,19.3,34.1,29.6,44.8,38.7,48.9,45.7,32.1,36.5,66.7,-2.1
2131,Saint Mary's,2014,17,NoTourney,111.9,99.8,.7880,51.4,49.7,18.2,18.1,35.8,29.7,48,40.9,48.3,49.1,38.1,34.2,63.3,-1.8
2132,Miami FL,2014,17,NoTourney,109.8,98.5,.7771,47.6,47,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8
2133,Colorado,2014,8,R64,106.9,96.0,.7740,48.3,49.4,19.7,17.8,34,26.1,48.3,30.2,48.6,47.3,31.8,35.6,66.9,2.4
2134,California,2014,17,NoTourney,110.9,99.8,.7717,50.7,46.9,15.1,15,29.5,29.8,35.6,33.7,50.2,44.3,34.5,35.3,66.4,-0.6
2135,Missouri,2014,17,NoTourney,114.2,102.9,.7682,51.2,47.8,19,15.9,34.7,30.7,52.5,37.7,51,46.6,34.4,33.2,66.4,1.3
2136,North Dakota St.,2014,12,R32,113.9,103.0,.7613,54.5,49.8,15.6,17.1,30.6,27.9,41.6,40.2,55.4,46.1,34.7,37.8,64,0.2
2137,Alabama,2014,17,NoTourney,108.3,98.0,.7585,49.4,47,18.3,19.3,30,34.5,44,41.3,49.1,47.5,33.3,30.7,63.7,-6.1
2138,Boise St.,2014,17,NoTourney,114.3,103.7,.7546,51.2,51.3,15,17,32.1,26.4,36.6,42.3,49.8,50.4,35.9,35.3,65.5,-3.3
2139,Tulsa,2014,13,R64,105.6,95.8,.7537,49.2,46.4,16.7,20.3,30.2,29.6,47.1,47.5,49.2,43.2,32.7,35.2,68.4,-3.6
2140,Stephen F. Austin,2014,12,R32,112.0,101.6,.7527,52.3,50.5,16.9,23.6,38.2,28.9,39.9,50.7,52.3,50,34.9,34.7,63.5,1.7
2141,Manhattan,2014,13,R64,106.2,96.4,.7519,50.7,45.4,19.7,21.7,34.4,33.3,55.5,52.8,48.7,44,36.9,32.7,69.6,-0.5
2142,UNLV,2014,17,NoTourney,107.9,98.1,.7491,48.9,44.5,16.6,15.3,34.2,31,39.5,25.7,48.7,44.2,32.9,30.2,67.2,-3.9
2143,St. Bonaventure,2014,17,NoTourney,111.6,101.6,.7462,49.6,50.7,18.7,21.5,36.5,31.7,41.1,45,49.9,49.4,32.6,35.5,67.4,-4.6
2144,Penn St.,2014,17,NoTourney,110.2,100.4,.7433,48.3,47.7,15.8,16.4,29.9,28.7,39.4,47.9,48.6,44.9,31.9,35.2,66.2,-3.7
2145,Middle Tennessee,2014,17,NoTourney,104.7,95.6,.7401,49.5,46.8,19.2,21.7,34.9,29.4,44.1,43.9,48.8,45.6,34.2,33,64.5,-1.8
2146,Iona,2014,17,NoTourney,118.0,107.8,.7391,57.4,50.6,14.8,16.7,26.1,35.6,38,29.4,55.8,50.4,39.6,34.1,70.3,-2.5
2147,New Mexico St.,2014,13,R64,111.6,102.0,.7385,53.2,44.4,18.7,16.1,37.7,33,53.9,34.1,52.9,42.7,36.1,33.2,67.1,-2.3
2148,Georgia St.,2014,17,NoTourney,114.0,104.3,.7360,53.1,49.6,11.9,20.1,24.9,34.1,38.8,36,51.1,48.3,38,34.3,66,-2.2
2149,Northern Iowa,2014,17,NoTourney,113.1,103.8,.7298,52.7,51.1,16.1,17.1,25.9,27.9,38.5,37.3,51.7,49.1,35.9,36.4,65.8,-6.1
2150,Seton Hall,2014,17,NoTourney,108.8,99.8,.7281,52.4,50.2,18.1,18.2,26.4,28.3,43.1,41.6,51.6,49.1,35.8,34.9,66,-5
2151,Mississippi,2014,17,NoTourney,111.1,102.0,.7277,48.2,48.4,15.9,19.9,33.1,35.5,39.6,43.3,46.5,46.2,33.9,34.7,69.8,-2.7
2152,Georgia,2014,17,NoTourney,107.9,99.0,.7275,48.9,45.9,20,16,35.3,29.8,54.1,43.4,47.5,44.8,34.9,31.9,64.5,-1.8
2153,Southern Miss,2014,17,NoTourney,108.7,99.9,.7266,50.6,50.2,20.5,23,38.6,29.1,51.5,46.3,50,49.2,34.7,34.3,64.5,1.3
2154,Purdue,2014,17,NoTourney,108.6,100.2,.7172,47.2,47.8,17.8,16.4,36.3,30.6,37.5,41.9,46.2,46.9,33.2,33,69,-3.8
2155,Green Bay,2014,17,NoTourney,106.5,98.3,.7165,50.9,46,18.7,19.9,34,32.5,43,34.1,50.9,44.7,34,32.4,67.2,0.4
2156,Texas Tech,2014,17,NoTourney,110.0,101.6,.7126,49.7,49.9,18.8,17.9,37.6,32.9,38.7,42,50.7,50,31.1,33,62.5,-3.8
2157,Notre Dame,2014,17,NoTourney,113.5,104.9,.7118,51.7,51.4,15.9,16.8,32.1,30.1,30,32.1,50.7,48.2,35.8,38.5,64.7,-4.6
2158,San Francisco,2014,17,NoTourney,111.4,103.0,.7095,53.1,50.5,17.3,16.7,33,29.4,43.9,40.2,52.7,49.1,36,35.3,65.8,-2
2159,Georgia Tech,2014,17,NoTourney,105.7,97.9,.7082,47.8,47.4,18.4,15.4,32.7,28.5,34.4,37.9,48,46.2,31.5,33.2,66.2,-4.5
2160,Butler,2014,17,NoTourney,105.9,98.3,.7022,47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,47.3,51.4,31.4,31.4,63.8,-5.6
2161,North Carolina Central,2014,14,R64,107.9,100.2,.7018,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31,64.1,-0.6
2162,Mercer,2014,14,R32,109.6,101.8,.6993,54,46.8,17.5,19,32,31.1,37.3,41,51.6,46.9,38.8,31,65.2,-2.8
2163,Oregon St.,2014,17,NoTourney,113.2,105.2,.6989,54.1,50.6,19.5,15.2,30.7,32,50.9,36.8,52.3,48.5,39.2,36.8,67.3,-3.7
2164,Belmont,2014,17,NoTourney,113.4,105.4,.6977,57.6,52,18.6,20.5,28.2,33.3,41.2,42.9,56.9,52.1,39,34.5,69.3,-2
2165,Richmond,2014,17,NoTourney,104.1,96.9,.6959,48.1,45.9,16.2,20,25.9,34.3,41,40.4,48,46.2,32.2,30.1,64,-3
2166,UTEP,2014,17,NoTourney,106.2,98.9,.6937,50.6,44.5,20.2,17.4,32.2,32.9,52.7,37.8,51.2,43.9,32.6,30.5,64.7,-2.7
2167,Princeton,2014,17,NoTourney,105.1,98.1,.6901,52.8,48,17.1,18.8,25,25.1,38,37.4,52.1,47.5,35.7,32.8,64.8,-2.5
2168,UC Irvine,2014,17,NoTourney,102.1,95.5,.6831,51.4,42.3,19.4,14.9,32,29.5,36.3,39.3,50.7,39.2,35.5,33.2,64.8,-4.3
2169,Vermont,2014,17,NoTourney,107.1,100.3,.6820,52.2,45.5,18.2,20.1,33.1,27.8,46,40.2,49.7,44,39,32.5,64,-4.1
2170,Cleveland St.,2014,17,NoTourney,109.3,102.3,.6813,52.7,47.8,19.3,19.3,31.9,31.5,37.5,44.3,48.8,46.6,40.2,33.4,64.4,-4.2
2171,Texas A&M,2014,17,NoTourney,101.1,94.7,.6794,47.9,45.3,17.4,20.3,27.2,31.4,38.8,39.8,48.1,46.5,31.7,28.8,63.8,-4.9
2172,Washington,2014,17,NoTourney,111.2,104.2,.6788,49.6,51.8,16.5,16.3,32.2,29.2,37.1,41.4,49.1,53.3,33.9,31.8,68.8,-3.6
2173,La Salle,2014,17,NoTourney,105.9,99.4,.6741,46.4,48.1,17.5,17.6,33.1,32.5,39.1,32.1,45.3,47.5,32.5,33.1,64.7,-5.2
2174,Fresno St.,2014,17,NoTourney,110.7,103.9,.6738,49.9,48.8,14.7,16.6,24,31.6,40.6,42,47.1,49.5,36.3,31.5,67.1,-5.8
2175,Auburn,2014,17,NoTourney,110.5,103.9,.6706,48.9,49.8,17.9,18.8,31.7,33.1,44.1,48.7,50,45.4,31,38.7,67.9,-5.4
2176,UC Santa Barbara,2014,17,NoTourney,110.3,103.7,.6694,53.1,47,17.6,16,31.1,31.5,41.9,39.3,50.5,43.5,38.7,35.2,63.7,-2.8
2177,Buffalo,2014,17,NoTourney,110.1,103.6,.6667,50.2,47.1,18.5,19.2,35.1,31.4,41.8,36.3,50,47.6,33.7,30.6,68.1,-5
2178,Vanderbilt,2014,17,NoTourney,103.6,97.9,.6572,49.1,45.7,20.6,16.5,29.9,34.6,41.2,35.3,49.8,45.8,31.9,30.4,63.9,-4.6
2179,Louisiana Lafayette,2014,14,R64,110.5,104.5,.6557,51.5,50.4,18.8,18.5,36.5,31.8,44.3,44,49.6,50.6,37.1,33.2,70,-3.8
2180,Portland,2014,17,NoTourney,108.7,103.0,.6514,50.9,49,17.1,16.7,32.1,29.3,39.5,43.9,47.9,46,39.4,36.9,67.2,-7.6
2181,Boston University,2014,17,NoTourney,107.0,101.4,.6490,52.3,49.8,17.6,20.4,28.1,29.8,29.9,31.5,50.9,48.2,36.3,35.4,66.8,-2.6
2182,Davidson,2014,17,NoTourney,113.1,107.2,.6488,54.7,51.7,16.6,17.7,29.1,28.6,38.4,45.5,53.5,51,37.8,36,67.9,-5.3
2183,Wake Forest,2014,17,NoTourney,106.7,101.2,.6484,49.8,47.5,18.4,16.8,30.2,33.8,50.1,39,50,47.7,32.9,31.4,68.2,-2.6
2184,South Carolina,2014,17,NoTourney,106.6,101.2,.6469,46.5,49.2,21.3,20,39.4,33.9,45.7,56.9,42.6,49.4,37.8,32.6,67.2,-6.6
2185,Rhode Island,2014,17,NoTourney,103.6,98.6,.6382,48.6,46.9,20.8,17.4,32.9,31.3,46.2,43,49.2,48.5,31.5,28.6,66.4,-6.2
2186,Wyoming,2014,17,NoTourney,104.9,99.9,.6368,52.7,46.2,16.9,16.6,18.1,31.6,45.6,32.8,53,45.6,34.9,31.6,61.1,-5.7
2187,Indiana St.,2014,17,NoTourney,105.6,101.0,.6269,50.4,49,17.2,17.6,27,28,43.3,43.7,49.8,47.3,34.3,35,66.7,-1.6
2188,Delaware,2014,13,R64,110.7,106.0,.6237,50.4,49.4,13.4,16.8,29.1,32.8,43.9,38,49.5,49.6,34.7,32.7,72.3,-1.4
2189,Northwestern,2014,17,NoTourney,98.8,94.7,.6206,46.1,45.9,17.3,16.4,22.5,30.6,35.5,38,46.1,45.3,30.6,31.5,62,-4.2
2190,Boston College,2014,17,NoTourney,114.5,109.8,.6180,52.1,52.1,17.4,15,27.1,35.1,44.5,41.5,51.7,50.3,35.1,37.9,63.2,-10
2191,American,2014,15,R64,101.8,97.7,.6178,55.8,46.4,23.1,19.6,26.5,29.7,35,40.7,55.1,45.7,37.9,31.9,61.4,-5.5
2192,Eastern Kentucky,2014,15,R64,112.1,107.5,.6177,56.7,55.7,15.8,24.2,23,34,43.2,54.9,55.7,56.7,38.6,35.8,66,-3.3
2193,Utah St.,2014,17,NoTourney,108.6,104.3,.6142,51.3,47.6,17.2,12.4,32.3,26.7,33.7,33.6,46.8,48.2,40.9,31.1,63.8,-5.3
2194,San Diego,2014,17,NoTourney,105.7,101.6,.6105,51,49.4,18.7,17.5,27.8,30.1,41.5,37.7,47.9,47.9,38,35,63.4,-7.5
2195,Toledo,2014,17,NoTourney,113.8,109.5,.6098,51,52.6,14.7,19.5,35.2,31.7,43.8,35.1,50.6,52,34.6,35.8,68.6,0.2
2196,George Mason,2014,17,NoTourney,106.3,102.4,.6066,48.4,50.1,19.8,17.8,31.7,29.9,40.1,47.3,47,50,35.2,33.5,66.9,-9.4
2197,Eastern Michigan,2014,17,NoTourney,97.9,94.4,.6022,44.2,43.8,17.9,22.6,30.4,37.1,43,40.2,43.8,41.2,30,32,64.8,-6.1
2198,Murray St.,2014,17,NoTourney,109.1,105.3,.6017,53.7,49.4,18,17,31.7,31.3,45.9,35,52.2,49.8,37.6,32.2,67.5,-5.9
2199,Columbia,2014,17,NoTourney,106.9,103.3,.5989,52.5,47.5,19.2,16.8,26.5,25.3,44,41.2,48.5,45.7,38.6,35,61.7,-5.5
2200,Akron,2014,17,NoTourney,105.0,101.7,.5896,50.3,47.9,19.8,19.5,34.8,32.4,40.4,36.1,49.3,47.1,34.6,33.5,65.7,-4.7
2201,Ohio,2014,17,NoTourney,106.0,102.8,.5862,52.4,46.2,19.1,18.3,27.4,30.1,34.3,41.5,52.3,45.7,35.1,31.5,65.9,-4.2
2202,Houston,2014,17,NoTourney,110.7,107.9,.5731,51.2,50.1,18.9,16.4,31.6,34,38.2,34.6,49.5,49,36.7,34.9,67.3,-4.5
2203,Canisius,2014,17,NoTourney,111.8,109.0,.5713,52.7,50.9,16.5,19.6,31.8,36.3,38,35.3,49.9,51.4,38.6,33.4,67,-4
2204,Drexel,2014,17,NoTourney,103.9,101.5,.5666,46.6,47.2,12.9,17.1,28.9,29.7,39.2,46.6,46.4,47.6,31.4,30.8,64.1,-6.4
2205,Colorado St.,2014,17,NoTourney,110.0,107.5,.5663,46.2,51.5,14.1,16.8,34.7,27.7,47.6,37.4,45.7,48.4,31.6,38.2,66.7,-7.7
2206,Wright St.,2014,17,NoTourney,99.5,97.3,.5647,51.2,48.6,20.3,23.6,23.5,29,43,45,49.3,48.2,36.5,33,65.2,-8.1
2207,Hawaii,2014,17,NoTourney,109.9,107.5,.5635,51.3,51,16.8,19.2,37.3,31.6,42.4,40.4,51.9,50.8,33.2,34.2,69,-6.3
2208,Western Michigan,2014,14,R64,104.7,102.5,.5605,52,47.6,20.9,18.5,31,32,51.4,34.7,53.7,47.8,32.6,31.5,67,-2.9
2209,IPFW,2014,17,NoTourney,109.7,107.5,.5582,55.3,52.1,18.7,17.8,32.1,27.5,41.7,32.2,54,52,38.4,34.8,67.5,-4.3
2210,Nevada,2014,17,NoTourney,109.1,107.0,.5561,49.2,50,15.5,15.9,31.1,31.7,38.1,40.5,48.5,49.9,33.8,33.5,65.5,-7.5
2211,Holy Cross,2014,17,NoTourney,104.2,102.3,.5520,49,49.9,18.2,18.8,29.8,27.5,39.4,30.2,46.9,47,35.3,37.4,64.7,-6.4
2212,South Dakota St.,2014,17,NoTourney,105.2,103.4,.5497,49.6,51.3,17.9,16.3,30.4,22.1,43.7,38.4,48.9,50.3,33.9,35.5,67.5,-5.8
2213,Duquesne,2014,17,NoTourney,109.9,108.1,.5468,50.6,53.3,16.2,17.6,29.9,28.9,42.2,33.6,48.5,49.6,36.3,39.3,68.5,-8
2214,Illinois St.,2014,17,NoTourney,101.3,99.7,.5453,46.9,48.8,18,20.2,26.9,30.5,40.7,42.3,47.5,46.2,30.8,35.4,68.5,-7
2215,Southern Illinois,2014,17,NoTourney,106.4,104.8,.5446,49.4,50.5,18.9,19.8,33.8,31.2,42.4,42.2,49.4,50.5,33,33.7,63.4,-11
2216,Bucknell,2014,17,NoTourney,102.7,101.2,.5434,48.9,47.9,16.8,14.4,29,24.4,31.7,31.8,44.6,46.5,39,33.9,64.7,-7.9
2217,Pacific,2014,17,NoTourney,108.4,106.9,.5415,50.3,52.9,18,17.3,31.2,26.8,40.6,52.7,48.4,49.7,36.2,38.7,67.7,-6.1
2218,Towson,2014,17,NoTourney,108.8,107.2,.5410,50.5,45.7,17.5,12.8,34.6,30.8,53.2,38.1,49.2,45.2,35.7,31.1,65.6,-3.4
2219,Arkansas St.,2014,17,NoTourney,105.9,104.5,.5385,52.3,48.4,17.7,18.2,26.9,31.5,42.4,36.1,48.3,48.3,38.6,32.5,68.5,-7.3
2220,USC,2014,17,NoTourney,102.8,101.5,.5373,47.8,48.9,19.6,15.7,30.6,32.2,42.3,38.7,49.7,49.2,28.5,32.1,70.3,-8.7
2221,Denver,2014,17,NoTourney,110.2,108.9,.5358,54.3,52.6,16.6,21,24.8,33.4,34.7,49.2,51.8,53.4,38.4,33.8,59.4,-7.6
2222,Temple,2014,17,NoTourney,109.7,108.6,.5300,48,52.6,15.1,15.9,32.3,33.9,31.7,37.2,46.8,52.1,33.8,35.9,68.2,-10.5
2223,Virginia Tech,2014,17,NoTourney,100.0,99.0,.5296,47.1,47,19.7,13,31.7,29.5,38.1,33.5,43.1,45.6,36.1,32.6,64.5,-10.1
2224,Long Beach St.,2014,17,NoTourney,103.8,102.8,.5280,48.6,49.8,18.2,18.7,34.5,33.5,30.8,37.2,49.1,50,31.6,32.9,66.4,-7.9
2225,Santa Clara,2014,17,NoTourney,106.9,105.9,.5276,48.6,50.8,15.5,18,29,33.4,36.9,46.6,45.3,49.9,36.4,35.8,65.5,-10
2226,Siena,2014,17,NoTourney,101.3,100.4,.5257,45.8,46.6,20.2,18.6,36.6,33.1,41.7,51.5,44.8,45.3,32.8,33,66.4,-9.7
2227,Missouri St.,2014,17,NoTourney,105.2,104.3,.5254,49.6,51.1,17,18.1,27.1,28.6,40.9,42.9,47.1,50.2,35.9,35.1,65.1,-3.3
2228,UAB,2014,17,NoTourney,103.5,102.7,.5243,45.3,46.7,18.5,15.3,39.8,29.7,41.6,30.9,45.5,46.2,30,31.9,68.6,-6.6
2229,UCF,2014,17,NoTourney,106.7,105.9,.5216,49,51.9,20,17.2,38.1,33.1,38.2,36.6,49.1,51,32.6,36,67.9,-7.7
2230,William & Mary,2014,17,NoTourney,112.8,112.1,.5198,56.2,52.2,16.1,15.8,24.3,30.8,39.6,29.3,53,50.5,40.4,37.1,65.1,-5.3
2231,Milwaukee,2014,15,R64,104.3,103.9,.5123,49.1,49.1,19.9,18.5,28.6,31.2,44.7,36.5,49.1,50.4,32.7,31,67.8,-6.1
2232,Quinnipiac,2014,17,NoTourney,110.3,109.9,.5121,46.8,48,17.6,12,41.9,27.2,48.1,36.2,44.6,46.5,35.7,34.7,69.9,-4.9
2233,Pepperdine,2014,17,NoTourney,107.1,106.8,.5096,51.1,50,18.1,15.1,30.9,32.4,39,38.3,49.5,47.5,36.2,36.7,66.9,-7.5
2234,Colgate,2014,17,NoTourney,108.6,108.4,.5041,56.4,50.6,18.1,16.2,23.6,28.6,28.1,34.8,54,50.6,40.1,33.8,64.2,-12.1
2235,Yale,2014,17,NoTourney,101.5,101.4,.5030,46.2,50.2,19.7,18.6,34,25.3,50.5,41,45.6,47.9,31.7,36.3,65.2,-6
2236,Brown,2014,17,NoTourney,100.1,100.2,.4944,48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,44.7,44.1,37.7,30.6,70.3,-7.6
2237,Old Dominion,2014,17,NoTourney,100.2,100.4,.4938,47.7,47.8,20.4,19.7,33.2,29.5,39.3,44.6,47.2,45,32.6,35.8,64.2,-9.1
2238,Albany,2014,16,R64,102.8,103.1,.4900,48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,47,46,36,34.9,63.2,-8.6
2239,Charlotte,2014,17,NoTourney,102.0,102.4,.4892,49.7,49.2,21,17.4,33.8,29.7,39.5,36.1,48.2,49.2,35.6,32.8,69.6,-6.9
2240,USC Upstate,2014,17,NoTourney,104.2,104.6,.4891,50.5,47.6,18.3,18,34.5,30.8,38.9,38.6,52,45.1,31.8,34.2,65.8,-8.3
2241,Stony Brook,2014,17,NoTourney,104.2,104.7,.4858,50,48.1,18.7,19,34,26.9,38.4,42.1,48.8,47.3,35.4,32.9,66.1,-5.2
2242,Weber St.,2014,16,R64,106.0,106.6,.4831,54.1,47.8,19,13.8,28.4,28.7,49.7,35.1,51.1,47,39.4,33.7,64.3,-6.9
2243,Western Kentucky,2014,17,NoTourney,101.0,101.6,.4829,47.6,48.5,20.2,18.9,34.3,28.1,41.9,43.1,45.8,46.8,33.5,35,66,-5.4
2244,College of Charleston,2014,17,NoTourney,98.7,99.3,.4826,47.3,45.5,20.3,15.1,34.8,27.9,34.4,43.1,44.9,43.4,34.5,34.2,62.6,-11.6
2245,Valparaiso,2014,17,NoTourney,102.5,103.2,.4797,51.4,46.1,22.6,16.1,32.7,31.1,45.8,43.9,50.7,43.8,35,34.1,65.4,-8.6
2246,Nebraska Omaha,2014,17,NoTourney,103.7,104.4,.4796,49.6,51.6,17.2,20.6,28.4,31.1,39.3,36.8,49.5,51.5,33.2,34.5,74.1,-8
2247,DePaul,2014,17,NoTourney,105.3,106.5,.4664,47.6,53.9,19.7,19.1,33.8,32,42,46.7,46.3,52.9,33.6,37.4,67.6,-7.6
2248,Robert Morris,2014,17,NoTourney,104.6,105.9,.4652,50.4,51.8,17,19.1,30.9,31.6,36.6,38.4,46.5,52.7,38.5,33.5,66.2,-6.2
2249,Loyola Marymount,2014,17,NoTourney,104.7,106.0,.4652,47.1,52,17.3,19.7,32.4,36.2,36.4,43.1,48,50.8,29.8,36.5,70,-9.3
2250,Oral Roberts,2014,17,NoTourney,107.6,108.9,.4644,50.4,48.8,17,16.3,32.9,30.8,41.9,42.8,49.4,46.1,35.8,37.3,64.9,-8.9
2251,Youngstown St.,2014,17,NoTourney,107.0,108.4,.4626,52.2,52.2,16.1,18.6,25,30.5,40,41.2,52.3,51.7,34.7,35.5,68,-10.3
2252,Rutgers,2014,17,NoTourney,104.7,106.2,.4601,47,51.4,18.2,17.8,32.5,32.9,36.6,45,46,49.1,32.9,37.4,68.5,-9.9
2253,Washington St.,2014,17,NoTourney,101.1,102.6,.4564,46.9,51.5,18,17.5,27.7,27.9,37.2,44.7,45.2,49.6,32.7,36.9,62.3,-9.3
2254,Drake,2014,17,NoTourney,104.2,105.8,.4556,52.1,51.2,18.8,16.9,26.8,27.1,38.2,38.6,47.4,50.9,39.7,34.5,64.7,-8.3
2255,Florida Gulf Coast,2014,17,NoTourney,99.2,100.8,.4533,51.1,47.7,19.2,18.6,30,28.6,36,35.4,52.5,45.8,31.9,34.2,67.8,-7.4
2256,Oakland,2014,17,NoTourney,109.0,111.0,.4495,50.2,57.1,16.1,19.7,25,30.4,37.7,42.9,47,55.8,36.6,39.3,68.6,-10.7
2257,Mississippi St.,2014,17,NoTourney,100.7,102.5,.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33,49.5,52.3,30.7,32.6,68.4,-9
2258,Evansville,2014,17,NoTourney,103.6,105.9,.4398,49.8,51.1,19.2,18.1,26.5,32.3,49.1,37.7,48.9,49.7,35.3,35.7,67.4,-10.6
2259,Sam Houston St.,2014,17,NoTourney,105.1,107.4,.4386,51.7,50.4,18.9,20.6,33.5,31.7,52.1,49.9,48.9,49.5,38.2,35.1,66,-5.3
2260,Elon,2014,17,NoTourney,104.1,106.4,.4369,52.3,49,17.6,16.8,26.9,31.8,35.8,40.6,50.9,48.6,36.3,33.3,66.4,-7.7
2261,Cal Poly,2014,16,R64,102.0,104.4,.4356,46,49.3,14.7,18.1,30.9,33.2,33.2,42.9,44.2,48.6,33,33.8,60.4,-10.7
2262,Southern,2014,17,NoTourney,97.2,99.4,.4343,49.3,42.8,20.5,18.3,32,30.1,39.3,53.7,48.2,41.4,34.6,30.5,67.6,-7.3
2263,Northwestern St.,2014,17,NoTourney,107.1,109.8,.4294,51.3,52.1,17,20,32.6,36.1,39.8,42.9,51.4,51,34,36.2,75.8,-7.4
2264,Morehead St.,2014,17,NoTourney,101.9,104.5,.4275,49.3,51,22.1,20.6,38.1,27.5,53.2,52.3,51.1,50.6,30.4,34.6,69.6,-6.5
2265,Wofford,2014,15,R64,99.7,102.2,.4275,48.8,49.5,16.4,19.7,30.9,29,33,39.4,47.4,49.6,34.6,32.9,62.1,-6.5
2266,VMI,2014,17,NoTourney,107.3,110.1,.4271,49.9,49.9,13.6,15.6,31.3,32.9,34.5,36.8,51.2,49.4,31.8,34,75.1,-8
2267,Fordham,2014,17,NoTourney,108.0,110.9,.4232,45,52.5,16.4,18,35.4,35.6,33.4,42.3,44.5,51.9,30.6,35.7,69.3,-10.3
2268,Detroit,2014,17,NoTourney,100.7,103.5,.4216,45.8,50.1,18.5,19.5,32.6,30.5,38.5,50.3,45.7,47.9,30.8,36.1,68,-11.8
2269,Wagner,2014,17,NoTourney,97.3,100.1,.4200,46.2,44.3,18.1,18.9,34.4,31.7,37,44.2,44.9,43.9,33.1,30.1,68.3,-7.6
2270,Kent St.,2014,17,NoTourney,103.1,106.1,.4193,49.4,48.9,18.3,19.6,30.4,31.5,37,47.6,47.3,47.6,35.1,34.5,66.6,-10.1
2271,South Florida,2014,17,NoTourney,101.2,104.2,.4167,46.2,49.7,19.2,17.5,31.6,31.8,43.8,33.9,48.3,47.3,25.8,37,65.9,-9.6
2272,St. Francis NY,2014,17,NoTourney,98.3,101.4,.4108,48.2,45.9,19.4,18.2,33.2,29.1,36.1,43.7,48.7,44.2,31.5,33.8,67,-8.7
2273,TCU,2014,17,NoTourney,99.5,102.7,.4104,44.6,50.3,17.6,18.9,24.6,39,44.8,35.4,43.3,49.8,31.9,34.3,65.9,-8.8
2274,Bradley,2014,17,NoTourney,100.0,103.3,.4081,46.4,50,18.7,20.2,32.3,31.1,36.5,43.4,45.7,50.7,32.2,32.6,64.5,-12.6
2275,Miami OH,2014,17,NoTourney,98.6,102.0,.4017,48.3,53.8,20.2,21.7,24.5,29.5,34.8,33.3,49.7,52.4,30,37.3,66.8,-10.2
2276,Northern Illinois,2014,17,NoTourney,94.1,97.4,.4016,42.6,46.7,22.9,20.8,35.9,31,50.6,47.1,43.2,47.3,27.6,30.5,63.2,-10.6
2277,Bryant,2014,17,NoTourney,104.7,108.4,.4008,52.5,50,18.1,18,29,34,37.1,32.8,53.8,47.5,33.2,36.4,67.6,-8.2
2278,Mount St. Mary's 16,2014,17,NoTourney,107.1,111.0,.3986,51.5,53.5,16.7,18.8,27.8,33,36.7,34.5,50.2,54.6,35.5,33.4,69.9,-9.4
2279,East Carolina,2014,17,NoTourney,106.4,110.3,.3980,51.3,51.9,18.3,18.1,29.3,35.4,41.6,31.9,48.3,54.1,36.7,31.9,65.5,-9.9
